ICD10Code,CCSRCategory,Infection,BacterialInfection,Focus
Z703,XXX000,FALSE,FALSE,"NA"
Z708,XXX000,FALSE,FALSE,"NA"
Z709,XXX000,FALSE,FALSE,"NA"
Z710,XXX000,FALSE,FALSE,"NA"
Z711,XXX000,FALSE,FALSE,"NA"
Z712,XXX000,FALSE,FALSE,"NA"
Z713,XXX000,FALSE,FALSE,"NA"
Z714,XXX000,FALSE,FALSE,"NA"
Z715,XXX000,FALSE,FALSE,"NA"
Z716,XXX000,FALSE,FALSE,"NA"
Z717,XXX000,FALSE,FALSE,"NA"
Z718,XXX000; FAC012,FALSE,FALSE,"NA"
Z719,XXX000,FALSE,FALSE,"NA"
Z720,XXX000,FALSE,FALSE,"NA"
Z723,XXX000,FALSE,FALSE,"NA"
Z724,XXX000,FALSE,FALSE,"NA"
Z725,XXX000,FALSE,FALSE,"NA"
Z726,XXX000,FALSE,FALSE,"NA"
Z728,FAC020; XXX000,FALSE,FALSE,"NA"
Z729,XXX000,FALSE,FALSE,"NA"
Z730,XXX000,FALSE,FALSE,"NA"
Z731,XXX000,FALSE,FALSE,"NA"
Z732,XXX000,FALSE,FALSE,"NA"
Z733,XXX000,FALSE,FALSE,"NA"
Z734,XXX000,FALSE,FALSE,"NA"
Z735,XXX000,FALSE,FALSE,"NA"
Z736,XXX000,FALSE,FALSE,"NA"
Z738,XXX000,FALSE,FALSE,"NA"
Z739,XXX000,FALSE,FALSE,"NA"
Z740,XXX000,FALSE,FALSE,"NA"
Z741,XXX000,FALSE,FALSE,"NA"
Z742,XXX000,FALSE,FALSE,"NA"
Z743,XXX000,FALSE,FALSE,"NA"
Z748,XXX000,FALSE,FALSE,"NA"
Z749,XXX000,FALSE,FALSE,"NA"
Z750,XXX000,FALSE,FALSE,"NA"
Z751,XXX000,FALSE,FALSE,"NA"
Z752,XXX000,FALSE,FALSE,"NA"
Z753,XXX000,FALSE,FALSE,"NA"
Z754,XXX000,FALSE,FALSE,"NA"
Z755,XXX000,FALSE,FALSE,"NA"
Z758,XXX000,FALSE,FALSE,"NA"
Z759,XXX000,FALSE,FALSE,"NA"
Z760,XXX000,FALSE,FALSE,"NA"
Z761,FAC012,FALSE,FALSE,"NA"
Z762,XXX000,FALSE,FALSE,"NA"
Z763,FAC025,FALSE,FALSE,"NA"
Z764,FAC025,FALSE,FALSE,"NA"
Z765,FAC025,FALSE,FALSE,"NA"
Z768,XXX000,FALSE,FALSE,"NA"
Z770,XXX000,FALSE,FALSE,"NA"
Z771,XXX000,FALSE,FALSE,"NA"
Z772,XXX000,FALSE,FALSE,"NA"
Z779,XXX000,FALSE,FALSE,"NA"
Z780,XXX000,FALSE,FALSE,"NA"
Z781,XXX000,FALSE,FALSE,"NA"
Z789,XXX000,FALSE,FALSE,"NA"
Z790,FAC025; XXX000,FALSE,FALSE,"NA"
Z791,XXX000,FALSE,FALSE,"NA"
Z792,XXX000,FALSE,FALSE,"NA"
Z793,FAC025,FALSE,FALSE,"NA"
Z794,FAC025,FALSE,FALSE,"NA"
Z795,XXX000,FALSE,FALSE,"NA"
Z798,XXX000; FAC025,FALSE,FALSE,"NA"
Z800,XXX000,FALSE,FALSE,"NA"
Z801,XXX000,FALSE,FALSE,"NA"
Z802,XXX000,FALSE,FALSE,"NA"
Z803,XXX000,FALSE,FALSE,"NA"
Z804,XXX000,FALSE,FALSE,"NA"
Z805,XXX000,FALSE,FALSE,"NA"
Z806,XXX000,FALSE,FALSE,"NA"
Z807,XXX000,FALSE,FALSE,"NA"
Z808,XXX000,FALSE,FALSE,"NA"
Z809,XXX000,FALSE,FALSE,"NA"
Z810,XXX000,FALSE,FALSE,"NA"
Z811,XXX000,FALSE,FALSE,"NA"
Z812,XXX000,FALSE,FALSE,"NA"
Z813,XXX000,FALSE,FALSE,"NA"
Z814,XXX000,FALSE,FALSE,"NA"
Z818,XXX000,FALSE,FALSE,"NA"
Z820,XXX000,FALSE,FALSE,"NA"
Z821,XXX000,FALSE,FALSE,"NA"
Z822,XXX000,FALSE,FALSE,"NA"
Z823,XXX000,FALSE,FALSE,"NA"
Z824,XXX000,FALSE,FALSE,"NA"
Z825,XXX000,FALSE,FALSE,"NA"
Z826,XXX000,FALSE,FALSE,"NA"
Z827,XXX000,FALSE,FALSE,"NA"
Z828,XXX000,FALSE,FALSE,"NA"
Z830,XXX000,FALSE,FALSE,"NA"
Z831,XXX000,FALSE,FALSE,"NA"
Z832,XXX000,FALSE,FALSE,"NA"
Z833,XXX000,FALSE,FALSE,"NA"
Z834,XXX000,FALSE,FALSE,"NA"
Z835,XXX000,FALSE,FALSE,"NA"
Z836,XXX000,FALSE,FALSE,"NA"
Z837,XXX000,FALSE,FALSE,"NA"
Z840,XXX000,FALSE,FALSE,"NA"
Z841,XXX000,FALSE,FALSE,"NA"
Z842,XXX000,FALSE,FALSE,"NA"
Z843,XXX000,FALSE,FALSE,"NA"
Z848,XXX000,FALSE,FALSE,"NA"
Z850,XXX000,FALSE,FALSE,"NA"
Z851,XXX000,FALSE,FALSE,"NA"
Z852,XXX000,FALSE,FALSE,"NA"
Z853,XXX000,FALSE,FALSE,"NA"
Z854,XXX000,FALSE,FALSE,"NA"
Z855,XXX000,FALSE,FALSE,"NA"
Z856,XXX000,FALSE,FALSE,"NA"
Z857,XXX000,FALSE,FALSE,"NA"
Z858,XXX000,FALSE,FALSE,"NA"
Z859,XXX000,FALSE,FALSE,"NA"
Z860,XXX000,FALSE,FALSE,"NA"
Z861,XXX000,FALSE,FALSE,"NA"
Z862,XXX000,FALSE,FALSE,"NA"
Z863,XXX000,FALSE,FALSE,"NA"
Z865,XXX000,FALSE,FALSE,"NA"
Z866,XXX000,FALSE,FALSE,"NA"
Z867,XXX000,FALSE,FALSE,"NA"
Z870,XXX000,FALSE,FALSE,"NA"
Z871,XXX000,FALSE,FALSE,"NA"
Z872,XXX000,FALSE,FALSE,"NA"
Z873,XXX000,FALSE,FALSE,"NA"
Z874,XXX000,FALSE,FALSE,"NA"
Z875,XXX000,FALSE,FALSE,"NA"
Z877,XXX000,FALSE,FALSE,"NA"
Z878,XXX000; FAC021,FALSE,FALSE,"NA"
Z880,XXX000,FALSE,FALSE,"NA"
Z881,XXX000,FALSE,FALSE,"NA"
Z882,XXX000,FALSE,FALSE,"NA"
Z883,XXX000,FALSE,FALSE,"NA"
Z884,XXX000,FALSE,FALSE,"NA"
Z885,XXX000,FALSE,FALSE,"NA"
Z886,XXX000,FALSE,FALSE,"NA"
Z887,XXX000,FALSE,FALSE,"NA"
Z888,XXX000,FALSE,FALSE,"NA"
Z889,XXX000,FALSE,FALSE,"NA"
Z890,XXX000,FALSE,FALSE,"NA"
Z891,XXX000,FALSE,FALSE,"NA"
Z892,XXX000,FALSE,FALSE,"NA"
Z894,XXX000,FALSE,FALSE,"NA"
Z895,XXX000,FALSE,FALSE,"NA"
Z896,XXX000,FALSE,FALSE,"NA"
Z899,XXX000,FALSE,FALSE,"NA"
Z900,XXX000,FALSE,FALSE,"NA"
Z901,FAC022,FALSE,FALSE,"NA"
Z902,XXX000,FALSE,FALSE,"NA"
Z903,XXX000,FALSE,FALSE,"NA"
Z904,XXX000,FALSE,FALSE,"NA"
Z905,XXX000,FALSE,FALSE,"NA"
Z906,XXX000,FALSE,FALSE,"NA"
Z907,XXX000,FALSE,FALSE,"NA"
Z908,XXX000,FALSE,FALSE,"NA"
Z910,XXX000,FALSE,FALSE,"NA"
Z911,XXX000,FALSE,FALSE,"NA"
Z914,XXX000,FALSE,FALSE,"NA"
Z915,XXX000,FALSE,FALSE,"NA"
Z918,XXX000,FALSE,FALSE,"NA"
Z920,XXX000,FALSE,FALSE,"NA"
Z922,XXX000,FALSE,FALSE,"NA"
Z923,XXX000,FALSE,FALSE,"NA"
Z928,XXX000,FALSE,FALSE,"NA"
Z930,XXX000,FALSE,FALSE,"NA"
Z931,XXX000,FALSE,FALSE,"NA"
Z932,XXX000,FALSE,FALSE,"NA"
Z933,XXX000,FALSE,FALSE,"NA"
Z934,XXX000,FALSE,FALSE,"NA"
Z935,XXX000,FALSE,FALSE,"NA"
Z936,XXX000,FALSE,FALSE,"NA"
Z938,XXX000,FALSE,FALSE,"NA"
Z939,XXX000,FALSE,FALSE,"NA"
Z940,XXX000,FALSE,FALSE,"NA"
Z941,XXX000,FALSE,FALSE,"NA"
Z942,XXX000,FALSE,FALSE,"NA"
Z943,XXX000,FALSE,FALSE,"NA"
Z944,XXX000,FALSE,FALSE,"NA"
Z945,XXX000,FALSE,FALSE,"NA"
Z946,XXX000,FALSE,FALSE,"NA"
Z947,XXX000,FALSE,FALSE,"NA"
Z948,XXX000,FALSE,FALSE,"NA"
Z949,XXX000,FALSE,FALSE,"NA"
Z950,XXX000,FALSE,FALSE,"NA"
Z951,XXX000,FALSE,FALSE,"NA"
Z952,XXX000,FALSE,FALSE,"NA"
Z953,XXX000,FALSE,FALSE,"NA"
Z954,XXX000,FALSE,FALSE,"NA"
Z955,XXX000,FALSE,FALSE,"NA"
Z958,XXX000,FALSE,FALSE,"NA"
Z959,XXX000,FALSE,FALSE,"NA"
Z960,XXX000,FALSE,FALSE,"NA"
Z961,XXX000,FALSE,FALSE,"NA"
Z962,XXX000,FALSE,FALSE,"NA"
Z963,XXX000,FALSE,FALSE,"NA"
Z964,XXX000,FALSE,FALSE,"NA"
Z965,XXX000,FALSE,FALSE,"NA"
Z966,XXX000,FALSE,FALSE,"NA"
Z967,XXX000,FALSE,FALSE,"NA"
Z968,XXX000,FALSE,FALSE,"NA"
Z969,XXX000,FALSE,FALSE,"NA"
Z970,XXX000,FALSE,FALSE,"NA"
Z971,XXX000,FALSE,FALSE,"NA"
Z972,XXX000,FALSE,FALSE,"NA"
Z973,XXX000,FALSE,FALSE,"NA"
Z974,XXX000,FALSE,FALSE,"NA"
Z975,XXX000,FALSE,FALSE,"NA"
Z978,XXX000,FALSE,FALSE,"NA"
Z980,XXX000,FALSE,FALSE,"NA"
Z981,XXX000,FALSE,FALSE,"NA"
Z982,XXX000,FALSE,FALSE,"NA"
Z983,XXX000,FALSE,FALSE,"NA"
Z984,XXX000,FALSE,FALSE,"NA"
Z985,XXX000,FALSE,FALSE,"NA"
Z986,XXX000,FALSE,FALSE,"NA"
Z988,XXX000; FAC009,FALSE,FALSE,"NA"
Z990,XXX000,FALSE,FALSE,"NA"
Z991,FAC025; FAC012,FALSE,FALSE,"NA"
Z992,XXX000,FALSE,FALSE,"NA"
Z993,XXX000,FALSE,FALSE,"NA"
Z998,XXX000,FALSE,FALSE,"NA"
A00,DIG001,TRUE,TRUE,Abdominal
A01,DIG001; NVS001; INF003; RSP002; MUS001; MUS002,TRUE,TRUE,"Abdominal; CNS; Unspecific; Respiratory; Skin, soft tissue, orthopedic"
A02,DIG001; INF002; INF003; NVS001; RSP002; MUS001; MUS002; GEN004,TRUE,TRUE,"Abdominal; Unspecific; CNS; Respiratory; Skin, soft tissue, orthopedic; Urinary"
A03,DIG001,TRUE,TRUE,Abdominal
A04,DIG001,TRUE,TRUE,Abdominal
A05,INF005,TRUE,FALSE,"NA"
A06,DIG001; RSP016; NVS014; INF009,TRUE; FALSE,TRUE; FALSE,Abdominal; NA; CNS
A07,DIG001,TRUE,TRUE,Abdominal
A08,DIG001,TRUE,TRUE,Abdominal
A09,DIG001,TRUE,TRUE,Abdominal
A15,INF001,TRUE,FALSE,"NA"
A17,INF001,TRUE,FALSE,"NA"
A18,INF001; DIG001,TRUE,FALSE; TRUE,NA; Abdominal
A19,INF001,TRUE,FALSE,"NA"
A20,INF003; SKN001; RSP002; NVS001; INF002,TRUE,TRUE,"Unspecific; Skin, soft tissue, orthopedic; Respiratory; CNS"
A21,SKN001; EYE012; RSP002; DIG001; INF003,TRUE; FALSE,TRUE; FALSE,"Skin, soft tissue, orthopedic; NA; Respiratory; Abdominal; Unspecific"
A22,SKN001; RSP002; DIG001; INF002; INF003,TRUE,TRUE,"Skin, soft tissue, orthopedic; Respiratory; Abdominal; Unspecific"
A23,INF003,TRUE,TRUE,Unspecific
A24,INF003,TRUE,TRUE,Unspecific
A25,INF003,TRUE,TRUE,Unspecific
A26,INF003; INF002,TRUE,TRUE,Unspecific
A27,INF003; NVS001,TRUE,TRUE,Unspecific; CNS
A28,INF003,TRUE,TRUE,Unspecific
A30,INF003,TRUE,TRUE,Unspecific
A31,RSP002; SKN001; INF003,TRUE,TRUE,"Respiratory; Skin, soft tissue, orthopedic; Unspecific"
A32,INF003; NVS001; NVS002; INF002; CIR004,TRUE,TRUE; FALSE,Unspecific; CNS; NA; Other
A33,PNL009,TRUE,TRUE,Other
A34,PRG023,FALSE,FALSE,"NA"
A35,INF003,TRUE,TRUE,Unspecific
A36,RSP006; SKN001; CIR005; INF003; NVS015; GEN001; GEN004; EYE001,TRUE; FALSE,TRUE; FALSE,"Respiratory; Skin, soft tissue, orthopedic; NA; Unspecific; Urinary"
A37,INF003; RSP002,TRUE,TRUE,Unspecific; Respiratory
A38,EAR001; CIR005; INF003,TRUE,TRUE; FALSE,Respiratory; NA; Unspecific
A39,NVS001; END015; INF002; CIR005; CIR004; CIR006; NVS002; EYE006; MUS001; MUS008; INF003,TRUE; FALSE,TRUE; FALSE,"CNS; NA; Unspecific; Other; Skin, soft tissue, orthopedic"
A40,INF002,TRUE,TRUE,Unspecific
A41,INF002,TRUE,TRUE,Unspecific
A42,INF003; INF002; NVS001; NVS002,TRUE,TRUE; FALSE,Unspecific; CNS; NA
A43,RSP002; SKN001; INF003,TRUE,TRUE,"Respiratory; Skin, soft tissue, orthopedic; Unspecific"
A44,INF003,TRUE,TRUE,Unspecific
A46,SKN001,TRUE,TRUE,"Skin, soft tissue, orthopedic"
A48,INF003; RSP002; INF005,TRUE,TRUE; FALSE,Unspecific; Respiratory; NA
A49,INF003,TRUE,TRUE,Unspecific
A50,PNL009,TRUE,TRUE,Other
A51,INF010,TRUE,FALSE,"NA"
A52,INF010,TRUE,FALSE,"NA"
A53,INF010,TRUE,FALSE,"NA"
A54,INF010; EYE012; EYE001; INF002,TRUE; FALSE,FALSE; TRUE,NA; Unspecific
A55,INF010,TRUE,FALSE,"NA"
A56,INF010,TRUE,FALSE,"NA"
A57,INF010,TRUE,FALSE,"NA"
A58,INF010,TRUE,FALSE,"NA"
A59,INF010,TRUE,FALSE,"NA"
A60,INF010,TRUE,FALSE,"NA"
A63,INF010,TRUE,FALSE,"NA"
A64,INF010,TRUE,FALSE,"NA"
A65,INF009,TRUE,FALSE,"NA"
A66,INF009,TRUE,FALSE,"NA"
A67,INF009,TRUE,FALSE,"NA"
A68,INF009,TRUE,FALSE,"NA"
A69,DIG003; INF009; NVS001; MUS001,FALSE; TRUE,FALSE; TRUE,"NA; CNS; Skin, soft tissue, orthopedic"
A70,INF003,TRUE,TRUE,Unspecific
A71,EYE012,FALSE,FALSE,"NA"
A74,EYE001; DIG016; INF003,FALSE; TRUE,FALSE; TRUE,NA; Abdominal; Unspecific
A75,INF009,TRUE,FALSE,"NA"
A77,INF009,TRUE,FALSE,"NA"
A78,INF003,TRUE,TRUE,Unspecific
A79,INF009,TRUE,FALSE,"NA"
A80,NVS003,TRUE,FALSE,"NA"
A81,NVS003; NVS002,TRUE,FALSE,"NA"
A82,NVS003,TRUE,FALSE,"NA"
A83,NVS002,TRUE,FALSE,"NA"
A84,NVS002,TRUE,FALSE,"NA"
A85,NVS002,TRUE,FALSE,"NA"
A86,NVS002,TRUE,FALSE,"NA"
A87,NVS001,TRUE,TRUE,CNS
A88,NVS003,TRUE,FALSE,"NA"
A89,NVS003,TRUE,FALSE,"NA"
A90,INF008,TRUE,FALSE,"NA"
A91,INF008,TRUE,FALSE,"NA"
A92,INF008; NVS002,TRUE,FALSE,"NA"
A93,INF008,TRUE,FALSE,"NA"
A94,INF008,TRUE,FALSE,"NA"
A95,INF008,TRUE,FALSE,"NA"
A96,INF008,TRUE,FALSE,"NA"
A98,INF008,TRUE,FALSE,"NA"
A99,INF008,TRUE,FALSE,"NA"
B00,SKN007; DIG003; NVS001; NVS002; EYE012; EYE001; INF002; INF007; INF008,FALSE; TRUE,FALSE; TRUE,NA; CNS; Unspecific
B01,NVS001; NVS002; INF008; RSP002; EYE001,TRUE; FALSE,TRUE; FALSE,CNS; NA; Respiratory
B02,NVS002; NVS001; NVS017; NVS015; INF008; EYE012; EYE001,TRUE; FALSE,FALSE; TRUE,NA; CNS
B03,INF008,TRUE,FALSE,"NA"
B04,INF008,TRUE,FALSE,"NA"
B05,NVS002; NVS001; RSP002; EAR001; INF008; EYE001,TRUE; FALSE,FALSE; TRUE,NA; CNS; Respiratory
B06,INF008; NVS002; NVS001; RSP002; MUS001,TRUE,FALSE; TRUE,"NA; CNS; Respiratory; Skin, soft tissue, orthopedic"
B07,INF008,TRUE,FALSE,"NA"
B08,INF008; DIG003; RSP006,TRUE; FALSE,FALSE; TRUE,NA; Respiratory
B09,INF008,TRUE,FALSE,"NA"
B10,NVS002; INF008,TRUE,FALSE,"NA"
B15,INF007,TRUE,FALSE,"NA"
B16,INF007,TRUE,FALSE,"NA"
B17,INF007,TRUE,FALSE,"NA"
B18,INF007,TRUE,FALSE,"NA"
B19,INF007,TRUE,FALSE,"NA"
B20,INF006,TRUE,FALSE,"NA"
B25,RSP002; INF007; DIG020; INF008,TRUE; FALSE,TRUE; FALSE,Respiratory; NA
B26,GEN013; NVS001; NVS002; DIG020; INF007; CIR005; GEN001; NVS015; MUS001; INF008,TRUE; FALSE,TRUE; FALSE,"Other; CNS; NA; Skin, soft tissue, orthopedic"
B27,INF008,TRUE,FALSE,"NA"
B30,EYE001,FALSE,FALSE,"NA"
B33,INF008; CIR005; CIR004; CIR006,TRUE,FALSE; TRUE,NA; Other
B34,INF008,TRUE,FALSE,"NA"
B35,INF004,TRUE,FALSE,"NA"
B36,INF004,TRUE,FALSE,"NA"
B37,DIG003; RSP002; SKN007; GEN018; GEN004; GEN013; NVS001; CIR004; INF002; DIG004; DIG001; EAR006; INF004,FALSE; TRUE,FALSE; TRUE,NA; Respiratory; Other; Urinary; CNS; Unspecific; Abdominal
B38,RSP002; SKN007; NVS001; INF004; GEN013,TRUE; FALSE,TRUE; FALSE,Respiratory; NA; CNS; Other
B39,RSP002; INF004,TRUE,TRUE; FALSE,Respiratory; NA
B40,RSP016; SKN007; INF004; NVS002,FALSE; TRUE,FALSE,"NA"
B41,RSP016; INF004,FALSE; TRUE,FALSE,"NA"
B42,RSP016; SKN007; INF004; NVS001; MUS001,FALSE; TRUE,FALSE; TRUE,"NA; CNS; Skin, soft tissue, orthopedic"
B43,SKN007; NVS014; INF004,FALSE; TRUE,FALSE; TRUE,NA; CNS
B44,RSP016; INF004,FALSE; TRUE,FALSE,"NA"
B45,RSP016; NVS001; SKN007; INF004,FALSE; TRUE,FALSE; TRUE,NA; CNS
B46,RSP016; INF004; SKN007,FALSE; TRUE,FALSE,"NA"
B47,INF004,TRUE,FALSE,"NA"
B48,INF004,TRUE,FALSE,"NA"
B49,INF004,TRUE,FALSE,"NA"
B50,INF009,TRUE,FALSE,"NA"
B51,INF009,TRUE,FALSE,"NA"
B52,INF009,TRUE,FALSE,"NA"
B53,INF009,TRUE,FALSE,"NA"
B54,INF009,TRUE,FALSE,"NA"
B55,INF009,TRUE,FALSE,"NA"
B56,INF009,TRUE,FALSE,"NA"
B57,INF009; DIG004; DIG025; NVS001; NVS002,TRUE; FALSE,FALSE; TRUE,NA; CNS
B58,EYE012; EYE005; INF007; NVS002; RSP002; CIR005; MUS026; GEN001; INF009,FALSE; TRUE,FALSE; TRUE,NA; Respiratory
B59,RSP002,TRUE,TRUE,Respiratory
B60,INF009; NVS002; EYE001; XXX000,TRUE; FALSE,FALSE,"NA"
B64,INF009,TRUE,FALSE,"NA"
B65,INF009; SKN002,TRUE; FALSE,FALSE,"NA"
B66,INF009,TRUE,FALSE,"NA"
B67,DIG019; RSP016; MUS028; END001; INF009,FALSE; TRUE,FALSE,"NA"
B68,INF009,TRUE,FALSE,"NA"
B69,INF009; EYE012; MUS026,TRUE; FALSE,FALSE,"NA"
B70,INF009,TRUE,FALSE,"NA"
B71,INF009,TRUE,FALSE,"NA"
B72,INF009,TRUE,FALSE,"NA"
B73,INF009,TRUE,FALSE,"NA"
B74,INF009,TRUE,FALSE,"NA"
B75,INF009,TRUE,FALSE,"NA"
B76,INF009,TRUE,FALSE,"NA"
B77,INF009; RSP002,TRUE,FALSE; TRUE,NA; Respiratory
B78,INF009; SKN007,TRUE; FALSE,FALSE,"NA"
B79,INF009,TRUE,FALSE,"NA"
B80,INF009,TRUE,FALSE,"NA"
B81,INF009,TRUE,FALSE,"NA"
B82,INF009,TRUE,FALSE,"NA"
B83,INF009,TRUE,FALSE,"NA"
B85,INF009,TRUE,FALSE,"NA"
B86,INF009,TRUE,FALSE,"NA"
B87,INF009,TRUE,FALSE,"NA"
B88,INF009,TRUE,FALSE,"NA"
B89,INF009,TRUE,FALSE,"NA"
B90,INF011,TRUE,FALSE,"NA"
B91,INF011,TRUE,FALSE,"NA"
B92,INF011,TRUE,FALSE,"NA"
B94,INF011,TRUE,FALSE,"NA"
B95,XXX000,FALSE,FALSE,"NA"
B96,XXX000,FALSE,FALSE,"NA"
B97,XXX000,FALSE,FALSE,"NA"
B99,INF009,TRUE,FALSE,"NA"
C00,NEO002,FALSE,FALSE,"NA"
C01,NEO002,FALSE,FALSE,"NA"
C02,NEO002,FALSE,FALSE,"NA"
C03,NEO002,FALSE,FALSE,"NA"
C04,NEO002,FALSE,FALSE,"NA"
C05,NEO002,FALSE,FALSE,"NA"
C06,NEO002,FALSE,FALSE,"NA"
C07,NEO004,FALSE,FALSE,"NA"
C08,NEO004,FALSE,FALSE,"NA"
C09,NEO009,FALSE,FALSE,"NA"
C10,NEO003,FALSE,FALSE,"NA"
C11,NEO005,FALSE,FALSE,"NA"
C12,NEO006,FALSE,FALSE,"NA"
C13,NEO006,FALSE,FALSE,"NA"
C14,NEO007; NEO010,FALSE,FALSE,"NA"
C15,NEO012,FALSE,FALSE,"NA"
C16,NEO013,FALSE,FALSE,"NA"
C17,NEO014,FALSE,FALSE,"NA"
C18,NEO015,FALSE,FALSE,"NA"
C19,NEO015,FALSE,FALSE,"NA"
C20,NEO015,FALSE,FALSE,"NA"
C21,NEO016,FALSE,FALSE,"NA"
C22,NEO017; NEO018,FALSE,FALSE,"NA"
C23,NEO019,FALSE,FALSE,"NA"
C24,NEO021,FALSE,FALSE,"NA"
C25,NEO051,FALSE,FALSE,"NA"
C26,NEO015; NEO021,FALSE,FALSE,"NA"
C30,NEO010,FALSE,FALSE,"NA"
C31,NEO010,FALSE,FALSE,"NA"
C32,NEO008,FALSE,FALSE,"NA"
C33,NEO022,FALSE,FALSE,"NA"
C34,NEO022,FALSE,FALSE,"NA"
C37,NEO052,FALSE,FALSE,"NA"
C38,NEO011; NEO022,FALSE,FALSE,"NA"
C39,NEO022,FALSE,FALSE,"NA"
C40,NEO023,FALSE,FALSE,"NA"
C41,NEO023,FALSE,FALSE,"NA"
C43,NEO025,FALSE,FALSE,"NA"
C44,NEO028; NEO026; NEO027,FALSE,FALSE,"NA"
C45,NEO067,FALSE,FALSE,"NA"
C46,NEO024,FALSE,FALSE,"NA"
C47,NEO049,FALSE,FALSE,"NA"
C48,NEO021; NEO020,FALSE,FALSE,"NA"
C49,NEO024; NEO021; NEO012; NEO013; NEO014; NEO015,FALSE,FALSE,"NA"
C4A,NEO028,FALSE,FALSE,"NA"
C50,NEO030,FALSE,FALSE,"NA"
C51,NEO038; NEO036,FALSE,FALSE,"NA"
C52,NEO037,FALSE,FALSE,"NA"
C53,NEO032,FALSE,FALSE,"NA"
C54,NEO031; NEO035,FALSE,FALSE,"NA"
C55,NEO031,FALSE,FALSE,"NA"
C56,NEO033,FALSE,FALSE,"NA"
C57,NEO034; NEO038,FALSE,FALSE,"NA"
C58,NEO038,FALSE,FALSE,"NA"
C60,NEO041,FALSE,FALSE,"NA"
C61,NEO039,FALSE,FALSE,"NA"
C62,NEO040,FALSE,FALSE,"NA"
C63,NEO042,FALSE,FALSE,"NA"
C64,NEO045,FALSE,FALSE,"NA"
C65,NEO044,FALSE,FALSE,"NA"
C66,NEO044,FALSE,FALSE,"NA"
C67,NEO043,FALSE,FALSE,"NA"
C68,NEO046; NEO047,FALSE,FALSE,"NA"
C69,NEO001,FALSE,FALSE,"NA"
C70,NEO048,FALSE,FALSE,"NA"
C71,NEO048,FALSE,FALSE,"NA"
C72,NEO049,FALSE,FALSE,"NA"
C73,NEO050,FALSE,FALSE,"NA"
C74,NEO053; NEO056,FALSE,FALSE,"NA"
C75,NEO054; NEO055; NEO056,FALSE,FALSE,"NA"
C76,NEO010; NEO069,FALSE,FALSE,"NA"
C77,NEO070,FALSE,FALSE,"NA"
C78,NEO070,FALSE,FALSE,"NA"
C79,NEO070,FALSE,FALSE,"NA"
C7A,NEO066,FALSE,FALSE,"NA"
C7B,NEO066,FALSE,FALSE,"NA"
C80,NEO071; XXX000,FALSE,FALSE,"NA"
C81,NEO057,FALSE,FALSE,"NA"
C82,NEO058,FALSE,FALSE,"NA"
C83,NEO058,FALSE,FALSE,"NA"
C84,NEO058,FALSE,FALSE,"NA"
C85,NEO058,FALSE,FALSE,"NA"
C86,NEO058,FALSE,FALSE,"NA"
C88,NEO058,FALSE,FALSE,"NA"
C90,NEO065,FALSE,FALSE,"NA"
C91,NEO059; NEO061; NEO064; NEO063,FALSE,FALSE,"NA"
C92,NEO060; NEO062; NEO024; NEO064,FALSE,FALSE,"NA"
C93,NEO060; NEO062; NEO064,FALSE,FALSE,"NA"
C94,NEO060; NEO064,FALSE,FALSE,"NA"
C95,NEO064,FALSE,FALSE,"NA"
C96,NEO058; NEO024,FALSE,FALSE,"NA"
D00,NEO002; NEO007; NEO012; NEO013,FALSE,FALSE,"NA"
D01,NEO015; NEO016; NEO014; NEO017; NEO021,FALSE,FALSE,"NA"
D02,NEO008; NEO022,FALSE,FALSE,"NA"
D03,NEO025,FALSE,FALSE,"NA"
D04,NEO028,FALSE,FALSE,"NA"
D05,NEO030; NEO029,FALSE,FALSE,"NA"
D06,NEO032,FALSE,FALSE,"NA"
D07,NEO035; NEO036; NEO037; NEO038; NEO041; NEO039; NEO042,FALSE,FALSE,"NA"
D09,NEO043; NEO047; NEO001; NEO050; NEO069; NEO071,FALSE,FALSE,"NA"
D10,NEO073,FALSE,FALSE,"NA"
D11,NEO073,FALSE,FALSE,"NA"
D12,NEO073,FALSE,FALSE,"NA"
D13,NEO073,FALSE,FALSE,"NA"
D14,NEO073,FALSE,FALSE,"NA"
D15,NEO073,FALSE,FALSE,"NA"
D16,NEO073,FALSE,FALSE,"NA"
D17,NEO073,FALSE,FALSE,"NA"
D18,NEO073,FALSE,FALSE,"NA"
D19,NEO073,FALSE,FALSE,"NA"
D20,NEO073,FALSE,FALSE,"NA"
D21,NEO073,FALSE,FALSE,"NA"
D22,NEO073,FALSE,FALSE,"NA"
D23,NEO073,FALSE,FALSE,"NA"
D24,NEO073,FALSE,FALSE,"NA"
D25,NEO073,FALSE,FALSE,"NA"
D26,NEO073,FALSE,FALSE,"NA"
D27,NEO073,FALSE,FALSE,"NA"
D28,NEO073,FALSE,FALSE,"NA"
D29,NEO073,FALSE,FALSE,"NA"
D30,NEO073,FALSE,FALSE,"NA"
D31,NEO073,FALSE,FALSE,"NA"
D32,NEO073,FALSE,FALSE,"NA"
D33,NEO073,FALSE,FALSE,"NA"
D34,NEO073,FALSE,FALSE,"NA"
D35,NEO073,FALSE,FALSE,"NA"
D36,NEO073,FALSE,FALSE,"NA"
D37,NEO072,FALSE,FALSE,"NA"
D38,NEO072,FALSE,FALSE,"NA"
D39,NEO072,FALSE,FALSE,"NA"
